g2 dynamics at tau=0, Fock-1 initial state, w=w_dip
t [ps]       g2 [unitless]
132.719457   0.000000    
132.724238   0.000000    
132.729019   0.000000    
132.733799   0.000000    
132.738580   0.000000    
132.743360   0.000000    
132.748141   0.000000    
132.752922   0.000000    
132.757702   0.000000    
132.762483   0.000000    
132.767264   0.000000    
132.772044   0.000000    
132.776825   0.000000    
132.781605   0.000000    
132.786386   0.000000    
132.791167   0.000000    
132.795947   0.000000    
132.800728   0.000000    
132.805508   0.000000    
132.810289   0.000000    
132.815070   0.000000    
132.819850   0.000000    
132.824631   0.000000    
132.829412   0.000000    
132.834192   0.000000    
132.838973   0.000000    
132.843753   0.000000    
132.848534   0.000000    
132.853315   0.000000    
132.858095   0.000000    
132.862876   0.000000    
132.867656   0.000000    
132.872437   0.000000    
132.877218   0.000000    
132.881998   0.000000    
132.886779   0.000000    
132.891560   0.000000    
132.896340   0.000000    
132.901121   0.000000    
132.905901   0.000000    
132.910682   0.000000    
132.915463   0.000000    
132.920243   0.000000    
132.925024   0.000000    
132.929804   0.000000    
132.934585   0.000000    
132.939366   0.000000    
132.944146   0.000000    
132.948927   0.000000    
132.953708   0.000000    
132.958488   0.000000    
132.963269   0.000000    
132.968049   0.000000    
132.972830   0.000000    
132.977611   0.000000    
132.982391   0.000000    
132.987172   0.000000    
132.991952   0.000000    
132.996733   0.000000    
133.001514   0.000000    
133.006294   0.000000    
133.011075   0.000000    
133.015856   0.000000    
133.020636   0.000000    
133.025417   0.000000    
133.030197   0.000000    
133.034978   0.000000    
133.039759   0.000000    
133.044539   0.000000    
133.049320   0.000000    
133.054101   0.000000    
133.058881   0.000000    
133.063662   0.000000    
133.068442   0.000000    
133.073223   0.000000    
133.078004   0.000000    
133.082784   0.000000    
133.087565   0.000000    
133.092345   0.000000    
133.097126   0.000000    
133.101907   0.000000    
133.106687   0.000000    
133.111468   0.000000    
133.116249   0.000000    
133.121029   0.000000    
133.125810   0.000000    
133.130590   0.000000    
133.135371   0.000000    
133.140152   0.000000    
133.144932   0.000000    
133.149713   0.000000    
133.154493   0.000000    
133.159274   0.000000    
133.164055   0.000000    
133.168835   0.000000    
133.173616   0.000000    
133.178397   0.000000    
133.183177   0.000000    
133.187958   0.000000    
133.192738   0.000000    
133.197519   0.000000    
133.202300   0.000000    
133.207080   0.000000    
133.211861   0.000000    
133.216641   0.000000    
133.221422   0.000000    
133.226203   0.000000    
133.230983   0.000000    
133.235764   0.000000    
133.240545   0.000000    
133.245325   0.000000    
133.250106   0.000000    
133.254886   0.000000    
133.259667   0.000000    
133.264448   0.000000    
133.269228   0.000000    
133.274009   0.000000    
133.278789   0.000000    
133.283570   0.000000    
133.288351   0.000000    
133.293131   0.000000    
133.297912   0.000000    
133.302693   0.000000    
133.307473   0.000000    
133.312254   0.000000    
133.317034   0.000000    
133.321815   0.000000    
133.326596   0.000000    
133.331376   0.000000    
133.336157   0.000000    
133.340937   0.000000    
133.345718   0.000000    
133.350499   0.000000    
133.355279   0.000000    
133.360060   0.000000    
133.364841   0.000000    
133.369621   0.000000    
133.374402   0.000000    
133.379182   0.000000    
133.383963   0.000000    
133.388744   0.000000    
133.393524   0.000000    
133.398305   0.000000    
133.403085   0.000000    
133.407866   0.000000    
133.412647   0.000000    
133.417427   0.000000    
133.422208   0.000000    
133.426989   0.000000    
133.431769   0.000000    
133.436550   0.000000    
133.441330   0.000000    
133.446111   0.000000    
133.450892   0.000000    
133.455672   0.000000    
133.460453   0.000000    
133.465233   0.000000    
133.470014   0.000000    
133.474795   0.000000    
133.479575   0.000000    
133.484356   0.000000    
133.489137   0.000000    
133.493917   0.000000    
133.498698   0.000000    
133.503478   0.000000    
133.508259   0.000000    
133.513040   0.000000    
133.517820   0.000000    
133.522601   0.000000    
133.527381   0.000000    
133.532162   0.000000    
133.536943   0.000000    
133.541723   0.000000    
133.546504   0.000000    
133.551285   0.000000    
133.556065   0.000000    
133.560846   0.000000    
133.565626   0.000000    
133.570407   0.000000    
133.575188   0.000000    
133.579968   0.000000    
133.584749   0.000000    
133.589529   0.000000    
133.594310   0.000000    
133.599091   0.000000    
133.603871   0.000000    
133.608652   0.000000    
133.613433   0.000000    
133.618213   0.000000    
133.622994   0.000000    
133.627774   0.000000    
133.632555   0.000000    
133.637336   0.000000    
133.642116   0.000000    
133.646897   0.000000    
133.651677   0.000000    
133.656458   0.000000    
133.661239   0.000000    
133.666019   0.000000    
133.670800   0.000000    
133.675581   0.000000    
133.680361   0.000000    
133.685142   0.000000    
133.689922   0.000000    
133.694703   0.000000    
133.699484   0.000000    
133.704264   0.000000    
133.709045   0.000000    
133.713825   0.000000    
133.718606   0.000000    
133.723387   0.000000    
133.728167   0.000000    
133.732948   0.000000    
133.737729   0.000000    
133.742509   0.000000    
133.747290   0.000000    
133.752070   0.000000    
133.756851   0.000000    
133.761632   0.000000    
133.766412   0.000000    
133.771193   0.000000    
133.775973   0.000000    
133.780754   0.000000    
133.785535   0.000000    
133.790315   0.000000    
133.795096   0.000000    
133.799877   0.000000    
133.804657   0.000000    
133.809438   0.000000    
133.814218   0.000000    
133.818999   0.000000    
133.823780   0.000000    
133.828560   0.000000    
133.833341   0.000000    
133.838122   0.000000    
133.842902   0.000000    
133.847683   0.000000    
133.852463   0.000000    
133.857244   0.000000    
133.862025   0.000000    
133.866805   0.000000    
133.871586   0.000000    
133.876366   0.000000    
133.881147   0.000000    
133.885928   0.000000    
133.890708   0.000000    
133.895489   0.000000    
133.900270   0.000000    
133.905050   0.000000    
133.909831   0.000000    
133.914611   0.000000    
133.919392   0.000000    
133.924173   0.000000    
133.928953   0.000000    
133.933734   0.000000    
133.938514   0.000000    
133.943295   0.000000    
133.948076   0.000000    
133.952856   0.000000    
133.957637   0.000000    
133.962418   0.000000    
133.967198   0.000000    
133.971979   0.000000    
133.976759   0.000000    
133.981540   0.000000    
133.986321   0.000000    
133.991101   0.000000    
133.995882   0.000000    
134.000662   0.000000    
134.005443   0.000000    
134.010224   0.000000    
134.015004   0.000000    
134.019785   0.000000    
134.024566   0.000000    
134.029346   0.000000    
134.034127   0.000000    
134.038907   0.000000    
134.043688   0.000000    
134.048469   0.000000    
134.053249   0.000000    
134.058030   0.000000    
134.062810   0.000000    
134.067591   0.000000    
134.072372   0.000000    
134.077152   0.000000    
134.081933   0.000000    
134.086714   0.000000    
134.091494   0.000000    
134.096275   0.000000    
134.101055   0.000000    
134.105836   0.000000    
134.110617   0.000000    
134.115397   0.000000    
134.120178   0.000000    
134.124958   0.000000    
134.129739   0.000000    
134.134520   0.000000    
134.139300   0.000000    
134.144081   0.000000    
134.148862   0.000000    
134.153642   0.000000    
134.158423   0.000000    
134.163203   0.000000    
134.167984   0.000000    
134.172765   0.000000    
134.177545   0.000000    
134.182326   0.000000    
134.187106   0.000000    
134.191887   0.000000    
134.196668   0.000000    
134.201448   0.000000    
134.206229   0.000000    
134.211010   0.000000    
134.215790   0.000000    
134.220571   0.000000    
134.225351   0.000000    
134.230132   0.000000    
134.234913   0.000000    
134.239693   0.000000    
134.244474   0.000000    
134.249254   0.000000    
134.254035   0.000000    
134.258816   0.000000    
134.263596   0.000000    
134.268377   0.000000    
134.273158   0.000000    
134.277938   0.000000    
134.282719   0.000000    
134.287499   0.000000    
134.292280   0.000000    
134.297061   0.000000    
134.301841   0.000000    
134.306622   0.000000    
134.311402   0.000000    
134.316183   0.000000    
134.320964   0.000000    
134.325744   0.000000    
134.330525   0.000000    
134.335306   0.000000    
134.340086   0.000000    
134.344867   0.000000    
134.349647   0.000000    
134.354428   0.000000    
134.359209   0.000000    
134.363989   0.000000    
134.368770   0.000000    
134.373550   0.000000    
134.378331   0.000000    
134.383112   0.000000    
134.387892   0.000000    
134.392673   0.000000    
134.397454   0.000000    
134.402234   0.000000    
134.407015   0.000000    
134.411795   0.000000    
134.416576   0.000000    
134.421357   0.000000    
134.426137   0.000000    
134.430918   0.000000    
134.435698   0.000000    
134.440479   0.000000    
134.445260   0.000000    
134.450040   0.000000    
134.454821   0.000000    
134.459602   0.000000    
134.464382   0.000000    
134.469163   0.000000    
134.473943   0.000000    
134.478724   0.000000    
134.483505   0.000000    
134.488285   0.000000    
134.493066   0.000000    
134.497846   0.000000    
134.502627   0.000000    
134.507408   0.000000    
134.512188   0.000000    
134.516969   0.000000    
134.521750   0.000000    
134.526530   0.000000    
134.531311   0.000000    
134.536091   0.000000    
134.540872   0.000000    
134.545653   0.000000    
134.550433   0.000000    
134.555214   0.000000    
134.559994   0.000000    
134.564775   0.000000    
134.569556   0.000000    
134.574336   0.000000    
134.579117   0.000000    
134.583898   0.000000    
134.588678   0.000000    
134.593459   0.000000    
134.598239   0.000000    
134.603020   0.000000    
134.607801   0.000000    
134.612581   0.000000    
134.617362   0.000000    
134.622143   0.000000    
134.626923   0.000000    
134.631704   0.000000    
134.636484   0.000000    
134.641265   0.000000    
134.646046   0.000000    
134.650826   0.000000    
134.655607   0.000000    
134.660387   0.000000    
134.665168   0.000000    
134.669949   0.000000    
134.674729   0.000000    
134.679510   0.000000    
134.684291   0.000000    
134.689071   0.000000    
134.693852   0.000000    
134.698632   0.000000    
134.703413   0.000000    
134.708194   0.000000    
134.712974   0.000000    
134.717755   0.000000    
134.722535   0.000000    
134.727316   0.000000    
134.732097   0.000000    
134.736877   0.000000    
134.741658   0.000000    
134.746439   0.000000    
134.751219   0.000000    
134.756000   0.000000    
134.760780   0.000000    
134.765561   0.000000    
134.770342   0.000000    
134.775122   0.000000    
134.779903   0.000000    
134.784683   0.000000    
134.789464   0.000000    
134.794245   0.000000    
134.799025   0.000000    
134.803806   0.000000    
134.808587   0.000000    
134.813367   0.000000    
134.818148   0.000000    
134.822928   0.000000    
134.827709   0.000000    
134.832490   0.000000    
134.837270   0.000000    
134.842051   0.000000    
134.846831   0.000000    
134.851612   0.000000    
134.856393   0.000000    
134.861173   0.000000    
134.865954   0.000000    
134.870735   0.000000    
134.875515   0.000000    
134.880296   0.000000    
134.885076   0.000000    
134.889857   0.000000    
134.894638   0.000000    
134.899418   0.000000    
134.904199   0.000000    
134.908979   0.000000    
134.913760   0.000000    
134.918541   0.000000    
134.923321   0.000000    
134.928102   0.000000    
134.932883   0.000000    
134.937663   0.000000    
134.942444   0.000000    
134.947224   0.000000    
134.952005   0.000000    
134.956786   0.000000    
134.961566   0.000000    
134.966347   0.000000    
134.971127   0.000000    
134.975908   0.000000    
134.980689   0.000000    
134.985469   0.000000    
134.990250   0.000000    
134.995031   0.000000    
134.999811   0.000000    
135.004592   0.000000    
135.009372   0.000000    
135.014153   0.000000    
135.018934   0.000000    
135.023714   0.000000    
135.028495   0.000000    
135.033275   0.000000    
135.038056   0.000000    
135.042837   0.000000    
135.047617   0.000000    
135.052398   0.000000    
135.057179   0.000000    
135.061959   0.000000    
135.066740   0.000000    
135.071520   0.000000    
135.076301   0.000000    
135.081082   0.000000    
135.085862   0.000000    
135.090643   0.000000    
135.095423   0.000000    
135.100204   0.000000    
135.104985   0.000000    
135.109765   0.000000    
135.114546   0.000000    
135.119327   0.000000    
135.124107   0.000000    
135.128888   0.000000    
135.133668   0.000000    
135.138449   0.000000    
135.143230   0.000000    
135.148010   0.000000    
135.152791   0.000000    
135.157571   0.000000    
135.162352   0.000000    
135.167133   0.000000    
135.171913   0.000000    
135.176694   0.000000    
135.181475   0.000000    
135.186255   0.000000    
135.191036   0.000000    
135.195816   0.000000    
135.200597   0.000000    
135.205378   0.000000    
135.210158   0.000000    
135.214939   0.000000    
135.219719   0.000000    
135.224500   0.000000    
135.229281   0.000000    
135.234061   0.000000    
135.238842   0.000000    
135.243623   0.000000    
135.248403   0.000000    
135.253184   0.000000    
135.257964   0.000000    
135.262745   0.000000    
135.267526   0.000000    
135.272306   0.000000    
135.277087   0.000000    
135.281867   0.000000    
135.286648   0.000000    
135.291429   0.000000    
135.296209   0.000000    
135.300990   0.000000    
135.305771   0.000000    
135.310551   0.000000    
135.315332   0.000000    
135.320112   0.000000    
135.324893   0.000000    
135.329674   0.000000    
135.334454   0.000000    
135.339235   0.000000    
135.344015   0.000000    
135.348796   0.000000    
135.353577   0.000000    
135.358357   0.000000    
135.363138   0.000000    
135.367919   0.000000    
135.372699   0.000000    
135.377480   0.000000    
135.382260   0.000000    
135.387041   0.000000    
135.391822   0.000000    
135.396602   0.000000    
135.401383   0.000000    
135.406164   0.000000    
135.410944   0.000000    
135.415725   0.000000    
135.420505   0.000000    
135.425286   0.000000    
135.430067   0.000000    
135.434847   0.000000    
135.439628   0.000000    
135.444408   0.000000    
135.449189   0.000000    
135.453970   0.000000    
135.458750   0.000000    
135.463531   0.000000    
135.468312   0.000000    
135.473092   0.000000    
135.477873   0.000000    
135.482653   0.000000    
135.487434   0.000000    
135.492215   0.000000    
135.496995   0.000000    
135.501776   0.000000    
135.506556   0.000000    
135.511337   0.000000    
135.516118   0.000000    
135.520898   0.000000    
135.525679   0.000000    
135.530460   0.000000    
135.535240   0.000000    
135.540021   0.000000    
135.544801   0.000000    
135.549582   0.000000    
135.554363   0.000000    
135.559143   0.000000    
135.563924   0.000000    
135.568704   0.000000    
135.573485   0.000000    
135.578266   0.000000    
135.583046   0.000000    
135.587827   0.000000    
135.592608   0.000000    
135.597388   0.000000    
135.602169   0.000000    
135.606949   0.000000    
135.611730   0.000000    
135.616511   0.000000    
135.621291   0.000000    
135.626072   0.000000    
135.630852   0.000000    
135.635633   0.000000    
135.640414   0.000000    
135.645194   0.000000    
135.649975   0.000000    
135.654756   0.000000    
135.659536   0.000000    
135.664317   0.000000    
135.669097   0.000000    
135.673878   0.000000    
135.678659   0.000000    
135.683439   0.000000    
135.688220   0.000000    
135.693000   0.000000    
135.697781   0.000000    
135.702562   0.000000    
135.707342   0.000000    
135.712123   0.000000    
135.716904   0.000000    
135.721684   0.000000    
135.726465   0.000000    
135.731245   0.000000    
135.736026   0.000000    
135.740807   0.000000    
135.745587   0.000000    
135.750368   0.000000    
135.755148   0.000000    
135.759929   0.000000    
135.764710   0.000000    
135.769490   0.000000    
135.774271   0.000000    
135.779052   0.000000    
135.783832   0.000000    
135.788613   0.000000    
135.793393   0.000000    
135.798174   0.000000    
135.802955   0.000000    
135.807735   0.000000    
135.812516   0.000000    
135.817296   0.000000    
135.822077   0.000000    
135.826858   0.000000    
135.831638   0.000000    
135.836419   0.000000    
135.841200   0.000000    
135.845980   0.000000    
135.850761   0.000000    
135.855541   0.000000    
135.860322   0.000000    
135.865103   0.000000    
135.869883   0.000000    
135.874664   0.000000    
135.879444   0.000000    
135.884225   0.000000    
135.889006   0.000000    
135.893786   0.000000    
135.898567   0.000000    
135.903348   0.000000    
135.908128   0.000000    
135.912909   0.000000    
135.917689   0.000000    
135.922470   0.000000    
135.927251   0.000000    
135.932031   0.000000    
135.936812   0.000000    
135.941592   0.000000    
135.946373   0.000000    
135.951154   0.000000    
135.955934   0.000000    
135.960715   0.000000    
135.965496   0.000000    
135.970276   0.000000    
135.975057   0.000000    
135.979837   0.000000    
135.984618   0.000000    
135.989399   0.000000    
135.994179   0.000000    
135.998960   0.000000    
136.003740   0.000000    
136.008521   0.000000    
136.013302   0.000000    
136.018082   0.000000    
136.022863   0.000000    
136.027644   0.000000    
136.032424   0.000000    
136.037205   0.000000    
136.041985   0.000000    
136.046766   0.000000    
136.051547   0.000000    
136.056327   0.000000    
136.061108   0.000000    
136.065888   0.000000    
136.070669   0.000000    
136.075450   0.000000    
136.080230   0.000000    
136.085011   0.000000    
136.089792   0.000000    
136.094572   0.000000    
136.099353   0.000000    
136.104133   0.000000    
136.108914   0.000000    
136.113695   0.000000    
136.118475   0.000000    
136.123256   0.000000    
136.128036   0.000000    
136.132817   0.000000    
136.137598   0.000000    
136.142378   0.000000    
136.147159   0.000000    
136.151940   0.000000    
136.156720   0.000000    
136.161501   0.000000    
136.166281   0.000000    
136.171062   0.000000    
136.175843   0.000000    
136.180623   0.000000    
136.185404   0.000000    
136.190185   0.000000    
136.194965   0.000000    
136.199746   0.000000    
136.204526   0.000000    
136.209307   0.000000    
136.214088   0.000000    
136.218868   0.000000    
136.223649   0.000000    
136.228429   0.000000    
136.233210   0.000000    
136.237991   0.000000    
136.242771   0.000000    
136.247552   0.000000    
136.252333   0.000000    
136.257113   0.000000    
136.261894   0.000000    
136.266674   0.000000    
136.271455   0.000000    
136.276236   0.000000    
136.281016   0.000000    
136.285797   0.000000    
136.290577   0.000000    
136.295358   0.000000    
136.300139   0.000000    
136.304919   0.000000    
136.309700   0.000000    
136.314481   0.000000    
136.319261   0.000000    
136.324042   0.000000    
136.328822   0.000000    
136.333603   0.000000    
136.338384   0.000000    
136.343164   0.000000    
136.347945   0.000000    
136.352725   0.000000    
136.357506   0.000000    
136.362287   0.000000    
136.367067   0.000000    
136.371848   0.000000    
136.376629   0.000000    
136.381409   0.000000    
136.386190   0.000000    
136.390970   0.000000    
136.395751   0.000000    
136.400532   0.000000    
136.405312   0.000000    
136.410093   0.000000    
136.414873   0.000000    
136.419654   0.000000    
136.424435   0.000000    
136.429215   0.000000    
136.433996   0.000000    
136.438777   0.000000    
136.443557   0.000000    
136.448338   0.000000    
136.453118   0.000000    
136.457899   0.000000    
136.462680   0.000000    
136.467460   0.000000    
136.472241   0.000000    
136.477021   0.000000    
136.481802   0.000000    
136.486583   0.000000    
136.491363   0.000000    
136.496144   0.000000    
136.500925   0.000000    
136.505705   0.000000    
136.510486   0.000000    
136.515266   0.000000    
136.520047   0.000000    
136.524828   0.000000    
136.529608   0.000000    
136.534389   0.000000    
136.539169   0.000000    
136.543950   0.000000    
136.548731   0.000000    
136.553511   0.000000    
136.558292   0.000000    
136.563073   0.000000    
136.567853   0.000000    
136.572634   0.000000    
136.577414   0.000000    
136.582195   0.000000    
136.586976   0.000000    
136.591756   0.000000    
136.596537   0.000000    
136.601317   0.000000    
136.606098   0.000000    
136.610879   0.000000    
136.615659   0.000000    
136.620440   0.000000    
136.625221   0.000000    
136.630001   0.000000    
136.634782   0.000000    
136.639562   0.000000    
136.644343   0.000000    
136.649124   0.000000    
136.653904   0.000000    
136.658685   0.000000    
136.663465   0.000000    
136.668246   0.000000    
136.673027   0.000000    
136.677807   0.000000    
136.682588   0.000000    
136.687369   0.000000    
136.692149   0.000000    
136.696930   0.000000    
136.701710   0.000000    
136.706491   0.000000    
136.711272   0.000000    
136.716052   0.000000    
136.720833   0.000000    
136.725613   0.000000    
136.730394   0.000000    
136.735175   0.000000    
136.739955   0.000000    
136.744736   0.000000    
136.749517   0.000000    
136.754297   0.000000    
136.759078   0.000000    
136.763858   0.000000    
136.768639   0.000000    
136.773420   0.000000    
136.778200   0.000000    
136.782981   0.000000    
136.787761   0.000000    
136.792542   0.000000    
136.797323   0.000000    
136.802103   0.000000    
136.806884   0.000000    
136.811665   0.000000    
136.816445   0.000000    
136.821226   0.000000    
136.826006   0.000000    
136.830787   0.000000    
136.835568   0.000000    
136.840348   0.000000    
136.845129   0.000000    
136.849909   0.000000    
136.854690   0.000000    
136.859471   0.000000    
136.864251   0.000000    
136.869032   0.000000    
136.873813   0.000000    
136.878593   0.000000    
136.883374   0.000000    
136.888154   0.000000    
136.892935   0.000000    
136.897716   0.000000    
136.902496   0.000000    
136.907277   0.000000    
136.912057   0.000000    
136.916838   0.000000    
136.921619   0.000000    
136.926399   0.000000    
136.931180   0.000000    
136.935961   0.000000    
136.940741   0.000000    
136.945522   0.000000    
136.950302   0.000000    
136.955083   0.000000    
136.959864   0.000000    
136.964644   0.000000    
136.969425   0.000000    
136.974206   0.000000    
136.978986   0.000000    
136.983767   0.000000    
136.988547   0.000000    
136.993328   0.000000    
136.998109   0.000000    
137.002889   0.000000    
137.007670   0.000000    
137.012450   0.000000    
137.017231   0.000000    
137.022012   0.000000    
137.026792   0.000000    
137.031573   0.000000    
137.036354   0.000000    
137.041134   0.000000    
137.045915   0.000000    
137.050695   0.000000    
137.055476   0.000000    
137.060257   0.000000    
137.065037   0.000000    
137.069818   0.000000    
137.074598   0.000000    
137.079379   0.000000    
137.084160   0.000000    
137.088940   0.000000    
137.093721   0.000000    
137.098502   0.000000    
137.103282   0.000000    
137.108063   0.000000    
137.112843   0.000000    
137.117624   0.000000    
137.122405   0.000000    
137.127185   0.000000    
137.131966   0.000000    
137.136746   0.000000    
137.141527   0.000000    
137.146308   0.000000    
137.151088   0.000000    
137.155869   0.000000    
137.160650   0.000000    
137.165430   0.000000    
137.170211   0.000000    
137.174991   0.000000    
137.179772   0.000000    
137.184553   0.000000    
137.189333   0.000000    
137.194114   0.000000    
137.198894   0.000000    
137.203675   0.000000    
137.208456   0.000000    
137.213236   0.000000    
137.218017   0.000000    
137.222798   0.000000    
137.227578   0.000000    
137.232359   0.000000    
137.237139   0.000000    
137.241920   0.000000    
137.246701   0.000000    
137.251481   0.000000    
137.256262   0.000000    
137.261042   0.000000    
137.265823   0.000000    
137.270604   0.000000    
137.275384   0.000000    
137.280165   0.000000    
137.284946   0.000000    
137.289726   0.000000    
137.294507   0.000000    
137.299287   0.000000    
137.304068   0.000000    
137.308849   0.000000    
137.313629   0.000000    
137.318410   0.000000    
137.323190   0.000000    
137.327971   0.000000    
137.332752   0.000000    
137.337532   0.000000    
137.342313   0.000000    
137.347094   0.000000    
137.351874   0.000000    
137.356655   0.000000    
137.361435   0.000000    
137.366216   0.000000    
137.370997   0.000000    
137.375777   0.000000    
137.380558   0.000000    
137.385338   0.000000    
137.390119   0.000000    
137.394900   0.000000    
137.399680   0.000000    
137.404461   0.000000    
137.409242   0.000000    
137.414022   0.000000    
137.418803   0.000000    
137.423583   0.000000    
137.428364   0.000000    
137.433145   0.000000    
137.437925   0.000000    
137.442706   0.000000    
137.447486   0.000000    
137.452267   0.000000    
137.457048   0.000000    
137.461828   0.000000    
137.466609   0.000000    
137.471390   0.000000    
137.476170   0.000000    
137.480951   0.000000    
137.485731   0.000000    
137.490512   0.000000    
137.495293   0.000000    
137.500073   0.000000    
137.504854   0.000000    
137.509634   0.000000    
137.514415   0.000000    
137.519196   0.000000    
137.523976   0.000000    
137.528757   0.000000    
137.533538   0.000000    
137.538318   0.000000    
137.543099   0.000000    
137.547879   0.000000    
137.552660   0.000000    
137.557441   0.000000    
137.562221   0.000000    
137.567002   0.000000    
137.571782   0.000000    
137.576563   0.000000    
137.581344   0.000000    
137.586124   0.000000    
137.590905   0.000000    
137.595686   0.000000    
137.600466   0.000000    
137.605247   0.000000    
137.610027   0.000000    
137.614808   0.000000    
137.619589   0.000000    
137.624369   0.000000    
137.629150   0.000000    
137.633930   0.000000    
137.638711   0.000000    
137.643492   0.000000    
137.648272   0.000000    
137.653053   0.000000    
137.657834   0.000000    
137.662614   0.000000    
137.667395   0.000000    
137.672175   0.000000    
137.676956   0.000000    
137.681737   0.000000    
137.686517   0.000000    
137.691298   0.000000    
137.696078   0.000000    
137.700859   0.000000    
137.705640   0.000000    
137.710420   0.000000    
137.715201   0.000000    
137.719982   0.000000    
137.724762   0.000000    
137.729543   0.000000    
137.734323   0.000000    
137.739104   0.000000    
137.743885   0.000000    
137.748665   0.000000    
137.753446   0.000000    
137.758227   0.000000    
137.763007   0.000000    
137.767788   0.000000    
137.772568   0.000000    
137.777349   0.000000    
137.782130   0.000000    
137.786910   0.000000    
137.791691   0.000000    
137.796471   0.000000    
137.801252   0.000000    
137.806033   0.000000    
137.810813   0.000000    
137.815594   0.000000    
137.820375   0.000000    
137.825155   0.000000    
137.829936   0.000000    
137.834716   0.000000    
137.839497   0.000000    
137.844278   0.000000    
137.849058   0.000000    
137.853839   0.000000    
137.858619   0.000000    
137.863400   0.000000    
137.868181   0.000000    
137.872961   0.000000    
137.877742   0.000000    
137.882523   0.000000    
137.887303   0.000000    
137.892084   0.000000    
137.896864   0.000000    
137.901645   0.000000    
137.906426   0.000000    
137.911206   0.000000    
137.915987   0.000000    
137.920767   0.000000    
137.925548   0.000000    
137.930329   0.000000    
137.935109   0.000000    
137.939890   0.000000    
137.944671   0.000000    
137.949451   0.000000    
137.954232   0.000000    
137.959012   0.000000    
137.963793   0.000000    
137.968574   0.000000    
137.973354   0.000000    
137.978135   0.000000    
137.982915   0.000000    
137.987696   0.000000    
137.992477   0.000000    
137.997257   0.000000    
138.002038   0.000000    
138.006819   0.000000    
138.011599   0.000000    
138.016380   0.000000    
138.021160   0.000000    
138.025941   0.000000    
138.030722   0.000000    
138.035502   0.000000    
138.040283   0.000000    
138.045063   0.000000    
138.049844   0.000000    
138.054625   0.000000    
138.059405   0.000000    
138.064186   0.000000    
138.068967   0.000000    
138.073747   0.000000    
138.078528   0.000000    
138.083308   0.000000    
138.088089   0.000000    
138.092870   0.000000    
138.097650   0.000000    
138.102431   0.000000    
138.107211   0.000000    
138.111992   0.000000    
138.116773   0.000000    
138.121553   0.000000    
138.126334   0.000000    
138.131115   0.000000    
138.135895   0.000000    
138.140676   0.000000    
138.145456   0.000000    
138.150237   0.000000    
138.155018   0.000000    
138.159798   0.000000    
138.164579   0.000000    
138.169359   0.000000    
138.174140   0.000000    
138.178921   0.000000    
138.183701   0.000000    
138.188482   0.000000    
138.193263   0.000000    
138.198043   0.000000    
138.202824   0.000000    
138.207604   0.000000    
138.212385   0.000000    
138.217166   0.000000    
138.221946   0.000000    
138.226727   0.000000    
138.231507   0.000000    
138.236288   0.000000    
138.241069   0.000000    
138.245849   0.000000    
138.250630   0.000000    
138.255411   0.000000    
138.260191   0.000000    
138.264972   0.000000    
138.269752   0.000000    
138.274533   0.000000    
138.279314   0.000000    
138.284094   0.000000    
138.288875   0.000000    
138.293655   0.000000    
138.298436   0.000000    
138.303217   0.000000    
138.307997   0.000000    
138.312778   0.000000    
138.317559   0.000000    
138.322339   0.000000    
138.327120   0.000000    
138.331900   0.000000    
138.336681   0.000000    
138.341462   0.000000    
138.346242   0.000000    
138.351023   0.000000    
138.355803   0.000000    
138.360584   0.000000    
138.365365   0.000000    
138.370145   0.000000    
138.374926   0.000000    
138.379707   0.000000    
138.384487   0.000000    
138.389268   0.000000    
138.394048   0.000000    
138.398829   0.000000    
138.403610   0.000000    
138.408390   0.000000    
138.413171   0.000000    
138.417951   0.000000    
138.422732   0.000000    
138.427513   0.000000    
138.432293   0.000000    
138.437074   0.000000    
138.441855   0.000000    
138.446635   0.000000    
138.451416   0.000000    
138.456196   0.000000    
138.460977   0.000000    
138.465758   0.000000    
138.470538   0.000000    
138.475319   0.000000    
138.480099   0.000000    
138.484880   0.000000    
138.489661   0.000000    
138.494441   0.000000    
138.499222   0.000000    
138.504003   0.000000    
138.508783   0.000000    
138.513564   0.000000    
138.518344   0.000000    
138.523125   0.000000    
138.527906   0.000000    
138.532686   0.000000    
138.537467   0.000000    
138.542248   0.000000    
138.547028   0.000000    
138.551809   0.000000    
138.556589   0.000000    
138.561370   0.000000    
138.566151   0.000000    
138.570931   0.000000    
138.575712   0.000000    
138.580492   0.000000    
138.585273   0.000000    
138.590054   0.000000    
138.594834   0.000000    
138.599615   0.000000    
138.604396   0.000000    
138.609176   0.000000    
138.613957   0.000000    
138.618737   0.000000    
138.623518   0.000000    
138.628299   0.000000    
138.633079   0.000000    
138.637860   0.000000    
138.642640   0.000000    
138.647421   0.000000    
138.652202   0.000000    
138.656982   0.000000    
138.661763   0.000000    
138.666544   0.000000    
138.671324   0.000000    
138.676105   0.000000    
138.680885   0.000000    
138.685666   0.000000    
138.690447   0.000000    
138.695227   0.000000    
138.700008   0.000000    
138.704788   0.000000    
138.709569   0.000000    
138.714350   0.000000    
138.719130   0.000000    
138.723911   0.000000    
138.728692   0.000000    
138.733472   0.000000    
138.738253   0.000000    
138.743033   0.000000    
138.747814   0.000000    
138.752595   0.000000    
138.757375   0.000000    
138.762156   0.000000    
138.766936   0.000000    
138.771717   0.000000    
138.776498   0.000000    
