g2 dynamics at tau=0, vacuum initial state, w=w_dip
t [ps]       g2 [1]      
84.327532    1.000024    
84.332064    1.000024    
84.336596    1.000024    
84.341128    1.000024    
84.345660    1.000024    
84.350191    1.000024    
84.354723    1.000024    
84.359255    1.000024    
84.363787    1.000024    
84.368319    1.000024    
84.372850    1.000024    
84.377382    1.000024    
84.381914    1.000024    
84.386446    1.000024    
84.390978    1.000024    
84.395509    1.000024    
84.400041    1.000024    
84.404573    1.000024    
84.409105    1.000024    
84.413636    1.000024    
84.418168    1.000024    
84.422700    1.000024    
84.427232    1.000024    
84.431764    1.000024    
84.436295    1.000024    
84.440827    1.000024    
84.445359    1.000024    
84.449891    1.000024    
84.454423    1.000024    
84.458954    1.000024    
84.463486    1.000024    
84.468018    1.000024    
84.472550    1.000024    
84.477082    1.000024    
84.481613    1.000024    
84.486145    1.000024    
84.490677    1.000024    
84.495209    1.000024    
84.499740    1.000024    
84.504272    1.000024    
84.508804    1.000024    
84.513336    1.000024    
84.517868    1.000024    
84.522399    1.000024    
84.526931    1.000024    
84.531463    1.000024    
84.535995    1.000024    
84.540527    1.000024    
84.545058    1.000024    
84.549590    1.000024    
84.554122    1.000024    
84.558654    1.000024    
84.563186    1.000024    
84.567717    1.000024    
84.572249    1.000024    
84.576781    1.000024    
84.581313    1.000024    
84.585844    1.000024    
84.590376    1.000024    
84.594908    1.000024    
84.599440    1.000024    
84.603972    1.000024    
84.608503    1.000024    
84.613035    1.000024    
84.617567    1.000024    
84.622099    1.000024    
84.626631    1.000024    
84.631162    1.000024    
84.635694    1.000024    
84.640226    1.000024    
84.644758    1.000024    
84.649290    1.000023    
84.653821    1.000024    
84.658353    1.000024    
84.662885    1.000024    
84.667417    1.000024    
84.671948    1.000024    
84.676480    1.000024    
84.681012    1.000024    
84.685544    1.000024    
84.690076    1.000023    
84.694607    1.000023    
84.699139    1.000024    
84.703671    1.000023    
84.708203    1.000024    
84.712735    1.000024    
84.717266    1.000024    
84.721798    1.000024    
84.726330    1.000023    
84.730862    1.000024    
84.735393    1.000023    
84.739925    1.000023    
84.744457    1.000024    
84.748989    1.000023    
84.753521    1.000024    
84.758052    1.000023    
84.762584    1.000023    
84.767116    1.000024    
84.771648    1.000023    
84.776180    1.000023    
84.780711    1.000024    
84.785243    1.000023    
84.789775    1.000023    
84.794307    1.000024    
84.798839    1.000023    
84.803370    1.000023    
84.807902    1.000024    
84.812434    1.000023    
84.816966    1.000023    
84.821497    1.000024    
84.826029    1.000023    
84.830561    1.000023    
84.835093    1.000023    
84.839625    1.000023    
84.844156    1.000023    
84.848688    1.000023    
84.853220    1.000023    
84.857752    1.000023    
84.862284    1.000023    
84.866815    1.000023    
84.871347    1.000023    
84.875879    1.000023    
84.880411    1.000023    
84.884943    1.000023    
84.889474    1.000023    
84.894006    1.000023    
84.898538    1.000023    
84.903070    1.000023    
84.907601    1.000023    
84.912133    1.000023    
84.916665    1.000023    
84.921197    1.000023    
84.925729    1.000023    
84.930260    1.000023    
84.934792    1.000023    
84.939324    1.000023    
84.943856    1.000023    
84.948388    1.000023    
84.952919    1.000023    
84.957451    1.000023    
84.961983    1.000023    
84.966515    1.000023    
84.971047    1.000023    
84.975578    1.000023    
84.980110    1.000023    
84.984642    1.000023    
84.989174    1.000023    
84.993705    1.000023    
84.998237    1.000023    
85.002769    1.000023    
85.007301    1.000023    
85.011833    1.000023    
85.016364    1.000023    
85.020896    1.000023    
85.025428    1.000023    
85.029960    1.000023    
85.034492    1.000023    
85.039023    1.000023    
85.043555    1.000023    
85.048087    1.000023    
85.052619    1.000023    
85.057151    1.000023    
85.061682    1.000023    
85.066214    1.000023    
85.070746    1.000023    
85.075278    1.000023    
85.079809    1.000023    
85.084341    1.000023    
85.088873    1.000023    
85.093405    1.000023    
85.097937    1.000023    
85.102468    1.000023    
85.107000    1.000023    
85.111532    1.000023    
85.116064    1.000023    
85.120596    1.000023    
85.125127    1.000023    
85.129659    1.000023    
85.134191    1.000023    
85.138723    1.000023    
85.143255    1.000023    
85.147786    1.000023    
85.152318    1.000023    
85.156850    1.000023    
85.161382    1.000023    
85.165913    1.000023    
85.170445    1.000023    
85.174977    1.000023    
85.179509    1.000023    
85.184041    1.000023    
85.188572    1.000023    
85.193104    1.000023    
85.197636    1.000023    
85.202168    1.000023    
85.206700    1.000023    
85.211231    1.000023    
85.215763    1.000023    
85.220295    1.000023    
85.224827    1.000023    
85.229359    1.000023    
85.233890    1.000023    
85.238422    1.000023    
85.242954    1.000023    
85.247486    1.000023    
85.252017    1.000023    
85.256549    1.000023    
85.261081    1.000023    
85.265613    1.000023    
85.270145    1.000023    
85.274676    1.000023    
85.279208    1.000023    
85.283740    1.000023    
85.288272    1.000023    
85.292804    1.000023    
85.297335    1.000023    
85.301867    1.000023    
85.306399    1.000023    
85.310931    1.000023    
85.315463    1.000023    
85.319994    1.000023    
85.324526    1.000023    
85.329058    1.000023    
85.333590    1.000023    
85.338121    1.000023    
85.342653    1.000023    
85.347185    1.000023    
85.351717    1.000023    
85.356249    1.000023    
85.360780    1.000023    
85.365312    1.000023    
85.369844    1.000023    
85.374376    1.000023    
85.378908    1.000023    
85.383439    1.000023    
85.387971    1.000023    
85.392503    1.000023    
85.397035    1.000023    
85.401567    1.000023    
85.406098    1.000023    
85.410630    1.000023    
85.415162    1.000023    
85.419694    1.000023    
85.424225    1.000023    
85.428757    1.000023    
85.433289    1.000023    
85.437821    1.000023    
85.442353    1.000023    
85.446884    1.000023    
85.451416    1.000023    
85.455948    1.000023    
85.460480    1.000023    
85.465012    1.000023    
85.469543    1.000023    
85.474075    1.000023    
85.478607    1.000023    
85.483139    1.000023    
85.487670    1.000023    
85.492202    1.000023    
85.496734    1.000023    
85.501266    1.000023    
85.505798    1.000023    
85.510329    1.000023    
85.514861    1.000023    
85.519393    1.000023    
85.523925    1.000023    
85.528457    1.000023    
85.532988    1.000023    
85.537520    1.000023    
85.542052    1.000023    
85.546584    1.000023    
85.551116    1.000023    
85.555647    1.000023    
85.560179    1.000023    
85.564711    1.000023    
85.569243    1.000023    
85.573774    1.000023    
85.578306    1.000023    
85.582838    1.000023    
85.587370    1.000023    
85.591902    1.000023    
85.596433    1.000023    
85.600965    1.000023    
85.605497    1.000023    
85.610029    1.000023    
85.614561    1.000023    
85.619092    1.000023    
85.623624    1.000023    
85.628156    1.000023    
85.632688    1.000023    
85.637220    1.000023    
85.641751    1.000023    
85.646283    1.000023    
85.650815    1.000023    
85.655347    1.000023    
85.659878    1.000023    
85.664410    1.000023    
85.668942    1.000023    
85.673474    1.000023    
85.678006    1.000023    
85.682537    1.000023    
85.687069    1.000023    
85.691601    1.000023    
85.696133    1.000023    
85.700665    1.000023    
85.705196    1.000023    
85.709728    1.000023    
85.714260    1.000023    
85.718792    1.000023    
85.723324    1.000023    
85.727855    1.000023    
85.732387    1.000023    
85.736919    1.000023    
85.741451    1.000023    
85.745982    1.000023    
85.750514    1.000023    
85.755046    1.000023    
85.759578    1.000023    
85.764110    1.000023    
85.768641    1.000023    
85.773173    1.000023    
85.777705    1.000023    
85.782237    1.000023    
85.786769    1.000023    
85.791300    1.000023    
85.795832    1.000023    
85.800364    1.000023    
85.804896    1.000023    
85.809428    1.000023    
85.813959    1.000023    
85.818491    1.000023    
85.823023    1.000023    
85.827555    1.000023    
85.832086    1.000023    
85.836618    1.000023    
85.841150    1.000023    
85.845682    1.000023    
85.850214    1.000023    
85.854745    1.000023    
85.859277    1.000023    
85.863809    1.000023    
85.868341    1.000023    
85.872873    1.000023    
85.877404    1.000023    
85.881936    1.000023    
85.886468    1.000023    
85.891000    1.000023    
85.895532    1.000023    
85.900063    1.000023    
85.904595    1.000023    
85.909127    1.000023    
85.913659    1.000023    
85.918190    1.000023    
85.922722    1.000023    
85.927254    1.000023    
85.931786    1.000023    
85.936318    1.000023    
85.940849    1.000023    
85.945381    1.000023    
85.949913    1.000023    
85.954445    1.000023    
85.958977    1.000023    
85.963508    1.000023    
85.968040    1.000023    
85.972572    1.000023    
85.977104    1.000023    
85.981636    1.000023    
85.986167    1.000023    
85.990699    1.000023    
85.995231    1.000023    
85.999763    1.000023    
86.004294    1.000023    
86.008826    1.000023    
86.013358    1.000023    
86.017890    1.000023    
86.022422    1.000023    
86.026953    1.000023    
86.031485    1.000023    
86.036017    1.000023    
86.040549    1.000023    
86.045081    1.000023    
86.049612    1.000023    
86.054144    1.000023    
86.058676    1.000023    
86.063208    1.000023    
86.067740    1.000023    
86.072271    1.000023    
86.076803    1.000023    
86.081335    1.000023    
86.085867    1.000023    
86.090398    1.000023    
86.094930    1.000023    
86.099462    1.000023    
86.103994    1.000023    
86.108526    1.000023    
86.113057    1.000023    
86.117589    1.000023    
86.122121    1.000023    
86.126653    1.000023    
86.131185    1.000023    
86.135716    1.000023    
86.140248    1.000023    
86.144780    1.000023    
86.149312    1.000023    
86.153844    1.000023    
86.158375    1.000023    
86.162907    1.000023    
86.167439    1.000023    
86.171971    1.000023    
86.176502    1.000023    
86.181034    1.000023    
86.185566    1.000023    
86.190098    1.000023    
86.194630    1.000023    
86.199161    1.000023    
86.203693    1.000023    
86.208225    1.000023    
86.212757    1.000023    
86.217289    1.000023    
86.221820    1.000023    
86.226352    1.000023    
86.230884    1.000023    
86.235416    1.000023    
86.239947    1.000023    
86.244479    1.000023    
86.249011    1.000023    
86.253543    1.000023    
86.258075    1.000023    
86.262606    1.000023    
86.267138    1.000023    
86.271670    1.000023    
86.276202    1.000023    
86.280734    1.000023    
86.285265    1.000023    
86.289797    1.000023    
86.294329    1.000023    
86.298861    1.000023    
86.303393    1.000023    
86.307924    1.000023    
86.312456    1.000023    
86.316988    1.000023    
86.321520    1.000023    
86.326051    1.000023    
86.330583    1.000023    
86.335115    1.000023    
86.339647    1.000023    
86.344179    1.000023    
86.348710    1.000023    
86.353242    1.000023    
86.357774    1.000023    
86.362306    1.000023    
86.366838    1.000023    
86.371369    1.000023    
86.375901    1.000023    
86.380433    1.000023    
86.384965    1.000023    
86.389497    1.000023    
86.394028    1.000023    
86.398560    1.000023    
86.403092    1.000023    
86.407624    1.000023    
86.412155    1.000023    
86.416687    1.000023    
86.421219    1.000023    
86.425751    1.000023    
86.430283    1.000023    
86.434814    1.000023    
86.439346    1.000023    
86.443878    1.000023    
86.448410    1.000023    
86.452942    1.000023    
86.457473    1.000023    
86.462005    1.000023    
86.466537    1.000023    
86.471069    1.000023    
86.475601    1.000023    
86.480132    1.000023    
86.484664    1.000023    
86.489196    1.000023    
86.493728    1.000023    
86.498259    1.000023    
86.502791    1.000023    
86.507323    1.000023    
86.511855    1.000023    
86.516387    1.000023    
86.520918    1.000023    
86.525450    1.000023    
86.529982    1.000023    
86.534514    1.000023    
86.539046    1.000023    
86.543577    1.000023    
86.548109    1.000023    
86.552641    1.000023    
86.557173    1.000023    
86.561705    1.000023    
86.566236    1.000023    
86.570768    1.000023    
86.575300    1.000023    
86.579832    1.000023    
86.584363    1.000023    
86.588895    1.000023    
86.593427    1.000023    
86.597959    1.000023    
86.602491    1.000023    
86.607022    1.000023    
86.611554    1.000023    
86.616086    1.000023    
86.620618    1.000023    
86.625150    1.000023    
86.629681    1.000023    
86.634213    1.000023    
86.638745    1.000023    
86.643277    1.000023    
86.647809    1.000023    
86.652340    1.000023    
86.656872    1.000023    
86.661404    1.000023    
86.665936    1.000023    
86.670467    1.000023    
86.674999    1.000023    
86.679531    1.000023    
86.684063    1.000023    
86.688595    1.000023    
86.693126    1.000023    
86.697658    1.000023    
86.702190    1.000023    
86.706722    1.000023    
86.711254    1.000023    
86.715785    1.000023    
86.720317    1.000023    
86.724849    1.000023    
86.729381    1.000023    
86.733913    1.000023    
86.738444    1.000023    
86.742976    1.000023    
86.747508    1.000023    
86.752040    1.000023    
86.756571    1.000023    
86.761103    1.000023    
86.765635    1.000023    
86.770167    1.000023    
86.774699    1.000023    
86.779230    1.000023    
86.783762    1.000023    
86.788294    1.000023    
86.792826    1.000023    
86.797358    1.000023    
86.801889    1.000023    
86.806421    1.000023    
86.810953    1.000023    
86.815485    1.000023    
86.820017    1.000023    
86.824548    1.000023    
86.829080    1.000023    
86.833612    1.000023    
86.838144    1.000023    
86.842675    1.000023    
86.847207    1.000023    
86.851739    1.000023    
86.856271    1.000023    
86.860803    1.000023    
86.865334    1.000023    
86.869866    1.000023    
86.874398    1.000023    
86.878930    1.000023    
86.883462    1.000023    
86.887993    1.000023    
86.892525    1.000023    
86.897057    1.000023    
86.901589    1.000023    
86.906121    1.000023    
86.910652    1.000023    
86.915184    1.000023    
86.919716    1.000023    
86.924248    1.000023    
86.928779    1.000023    
86.933311    1.000023    
86.937843    1.000023    
86.942375    1.000023    
86.946907    1.000023    
86.951438    1.000023    
86.955970    1.000023    
86.960502    1.000023    
86.965034    1.000023    
86.969566    1.000023    
86.974097    1.000023    
86.978629    1.000023    
86.983161    1.000023    
86.987693    1.000023    
86.992224    1.000023    
86.996756    1.000023    
87.001288    1.000023    
87.005820    1.000023    
87.010352    1.000023    
87.014883    1.000023    
87.019415    1.000023    
87.023947    1.000023    
87.028479    1.000023    
87.033011    1.000023    
87.037542    1.000023    
87.042074    1.000023    
87.046606    1.000023    
87.051138    1.000023    
87.055670    1.000023    
87.060201    1.000023    
87.064733    1.000023    
87.069265    1.000023    
87.073797    1.000023    
87.078328    1.000023    
87.082860    1.000023    
87.087392    1.000023    
87.091924    1.000023    
87.096456    1.000023    
87.100987    1.000023    
87.105519    1.000023    
87.110051    1.000023    
87.114583    1.000023    
87.119115    1.000023    
87.123646    1.000023    
87.128178    1.000023    
87.132710    1.000023    
87.137242    1.000023    
87.141774    1.000023    
87.146305    1.000023    
87.150837    1.000023    
87.155369    1.000023    
87.159901    1.000023    
87.164432    1.000023    
87.168964    1.000023    
87.173496    1.000023    
87.178028    1.000023    
87.182560    1.000023    
87.187091    1.000023    
87.191623    1.000023    
87.196155    1.000023    
87.200687    1.000023    
87.205219    1.000023    
87.209750    1.000023    
87.214282    1.000023    
87.218814    1.000023    
87.223346    1.000023    
87.227878    1.000023    
87.232409    1.000023    
87.236941    1.000023    
87.241473    1.000023    
87.246005    1.000023    
87.250536    1.000023    
87.255068    1.000023    
87.259600    1.000023    
87.264132    1.000023    
87.268664    1.000023    
87.273195    1.000023    
87.277727    1.000023    
87.282259    1.000023    
87.286791    1.000023    
87.291323    1.000023    
87.295854    1.000023    
87.300386    1.000023    
87.304918    1.000023    
87.309450    1.000023    
87.313982    1.000023    
87.318513    1.000023    
87.323045    1.000023    
87.327577    1.000023    
87.332109    1.000023    
87.336640    1.000023    
87.341172    1.000023    
87.345704    1.000023    
87.350236    1.000023    
87.354768    1.000023    
87.359299    1.000023    
87.363831    1.000023    
87.368363    1.000023    
87.372895    1.000023    
87.377427    1.000023    
87.381958    1.000023    
87.386490    1.000023    
87.391022    1.000023    
87.395554    1.000023    
87.400086    1.000023    
87.404617    1.000023    
87.409149    1.000023    
87.413681    1.000023    
87.418213    1.000023    
87.422744    1.000023    
87.427276    1.000023    
87.431808    1.000023    
87.436340    1.000023    
87.440872    1.000023    
87.445403    1.000023    
87.449935    1.000023    
87.454467    1.000023    
87.458999    1.000023    
87.463531    1.000023    
87.468062    1.000023    
87.472594    1.000023    
87.477126    1.000023    
87.481658    1.000023    
87.486190    1.000023    
87.490721    1.000023    
87.495253    1.000023    
87.499785    1.000023    
87.504317    1.000023    
87.508848    1.000023    
87.513380    1.000023    
87.517912    1.000023    
87.522444    1.000023    
87.526976    1.000023    
87.531507    1.000023    
87.536039    1.000023    
87.540571    1.000023    
87.545103    1.000023    
87.549635    1.000023    
87.554166    1.000023    
87.558698    1.000023    
87.563230    1.000023    
87.567762    1.000023    
87.572294    1.000023    
87.576825    1.000023    
87.581357    1.000023    
87.585889    1.000023    
87.590421    1.000023    
87.594952    1.000023    
87.599484    1.000023    
87.604016    1.000023    
87.608548    1.000023    
87.613080    1.000023    
87.617611    1.000023    
87.622143    1.000023    
87.626675    1.000023    
87.631207    1.000023    
87.635739    1.000023    
87.640270    1.000023    
87.644802    1.000023    
87.649334    1.000023    
87.653866    1.000023    
87.658397    1.000023    
87.662929    1.000023    
87.667461    1.000023    
87.671993    1.000023    
87.676525    1.000023    
87.681056    1.000023    
87.685588    1.000023    
87.690120    1.000023    
87.694652    1.000023    
87.699184    1.000023    
87.703715    1.000023    
87.708247    1.000023    
87.712779    1.000023    
87.717311    1.000023    
87.721843    1.000023    
87.726374    1.000022    
87.730906    1.000023    
87.735438    1.000023    
87.739970    1.000023    
87.744501    1.000023    
87.749033    1.000023    
87.753565    1.000022    
87.758097    1.000023    
87.762629    1.000023    
87.767160    1.000023    
87.771692    1.000022    
87.776224    1.000023    
87.780756    1.000023    
87.785288    1.000022    
87.789819    1.000022    
87.794351    1.000022    
87.798883    1.000023    
87.803415    1.000022    
87.807947    1.000023    
87.812478    1.000022    
87.817010    1.000022    
87.821542    1.000022    
87.826074    1.000023    
87.830605    1.000022    
87.835137    1.000023    
87.839669    1.000022    
87.844201    1.000022    
87.848733    1.000022    
87.853264    1.000022    
87.857796    1.000022    
87.862328    1.000022    
87.866860    1.000022    
87.871392    1.000022    
87.875923    1.000022    
87.880455    1.000022    
87.884987    1.000022    
87.889519    1.000022    
87.894051    1.000022    
87.898582    1.000022    
87.903114    1.000022    
87.907646    1.000022    
87.912178    1.000022    
87.916709    1.000022    
87.921241    1.000022    
87.925773    1.000022    
87.930305    1.000022    
87.934837    1.000022    
87.939368    1.000022    
87.943900    1.000022    
87.948432    1.000022    
87.952964    1.000022    
87.957496    1.000022    
87.962027    1.000022    
87.966559    1.000022    
87.971091    1.000022    
87.975623    1.000022    
87.980155    1.000022    
87.984686    1.000022    
87.989218    1.000022    
87.993750    1.000022    
87.998282    1.000022    
88.002813    1.000022    
88.007345    1.000022    
88.011877    1.000022    
88.016409    1.000022    
88.020941    1.000022    
88.025472    1.000022    
88.030004    1.000022    
88.034536    1.000022    
88.039068    1.000022    
88.043600    1.000022    
88.048131    1.000022    
88.052663    1.000022    
88.057195    1.000022    
88.061727    1.000022    
88.066259    1.000022    
88.070790    1.000022    
88.075322    1.000022    
88.079854    1.000022    
88.084386    1.000022    
88.088917    1.000022    
88.093449    1.000022    
88.097981    1.000022    
88.102513    1.000022    
88.107045    1.000022    
88.111576    1.000022    
88.116108    1.000022    
88.120640    1.000022    
88.125172    1.000022    
88.129704    1.000022    
88.134235    1.000022    
88.138767    1.000022    
88.143299    1.000022    
88.147831    1.000022    
88.152363    1.000022    
88.156894    1.000022    
88.161426    1.000022    
88.165958    1.000022    
88.170490    1.000022    
88.175021    1.000022    
88.179553    1.000022    
88.184085    1.000022    
88.188617    1.000022    
88.193149    1.000022    
88.197680    1.000022    
88.202212    1.000022    
88.206744    1.000022    
88.211276    1.000022    
88.215808    1.000022    
88.220339    1.000022    
88.224871    1.000022    
88.229403    1.000022    
88.233935    1.000022    
88.238467    1.000022    
88.242998    1.000022    
88.247530    1.000022    
88.252062    1.000022    
88.256594    1.000022    
88.261125    1.000022    
88.265657    1.000022    
88.270189    1.000022    
88.274721    1.000022    
88.279253    1.000022    
88.283784    1.000022    
88.288316    1.000022    
88.292848    1.000022    
88.297380    1.000022    
88.301912    1.000022    
88.306443    1.000022    
88.310975    1.000022    
88.315507    1.000022    
88.320039    1.000022    
88.324571    1.000022    
88.329102    1.000022    
88.333634    1.000022    
88.338166    1.000022    
88.342698    1.000022    
88.347229    1.000022    
88.351761    1.000022    
88.356293    1.000022    
88.360825    1.000022    
88.365357    1.000022    
88.369888    1.000022    
88.374420    1.000022    
88.378952    1.000022    
88.383484    1.000022    
88.388016    1.000022    
88.392547    1.000022    
88.397079    1.000022    
88.401611    1.000022    
88.406143    1.000022    
88.410674    1.000022    
88.415206    1.000022    
88.419738    1.000022    
88.424270    1.000022    
88.428802    1.000022    
88.433333    1.000022    
88.437865    1.000022    
88.442397    1.000022    
88.446929    1.000022    
88.451461    1.000022    
88.455992    1.000022    
88.460524    1.000022    
88.465056    1.000022    
88.469588    1.000022    
88.474120    1.000022    
88.478651    1.000022    
88.483183    1.000022    
88.487715    1.000022    
88.492247    1.000022    
88.496778    1.000022    
88.501310    1.000022    
88.505842    1.000022    
88.510374    1.000022    
88.514906    1.000022    
88.519437    1.000022    
88.523969    1.000022    
88.528501    1.000022    
88.533033    1.000022    
88.537565    1.000022    
88.542096    1.000022    
88.546628    1.000022    
88.551160    1.000022    
88.555692    1.000022    
88.560224    1.000022    
88.564755    1.000022    
88.569287    1.000022    
88.573819    1.000022    
88.578351    1.000022    
88.582882    1.000022    
88.587414    1.000022    
88.591946    1.000022    
88.596478    1.000022    
88.601010    1.000022    
88.605541    1.000022    
88.610073    1.000022    
88.614605    1.000022    
88.619137    1.000022    
88.623669    1.000022    
88.628200    1.000022    
88.632732    1.000022    
88.637264    1.000022    
88.641796    1.000022    
88.646328    1.000022    
88.650859    1.000022    
88.655391    1.000022    
88.659923    1.000022    
88.664455    1.000022    
88.668986    1.000022    
88.673518    1.000022    
88.678050    1.000022    
88.682582    1.000022    
88.687114    1.000022    
88.691645    1.000022    
88.696177    1.000022    
88.700709    1.000022    
88.705241    1.000022    
88.709773    1.000022    
88.714304    1.000022    
88.718836    1.000022    
88.723368    1.000022    
88.727900    1.000022    
88.732432    1.000022    
88.736963    1.000022    
88.741495    1.000022    
88.746027    1.000022    
88.750559    1.000022    
88.755090    1.000022    
88.759622    1.000022    
88.764154    1.000022    
88.768686    1.000022    
88.773218    1.000022    
88.777749    1.000022    
88.782281    1.000022    
88.786813    1.000022    
88.791345    1.000022    
88.795877    1.000022    
88.800408    1.000022    
88.804940    1.000022    
88.809472    1.000022    
88.814004    1.000022    
88.818536    1.000022    
88.823067    1.000022    
88.827599    1.000022    
88.832131    1.000022    
88.836663    1.000022    
88.841194    1.000022    
88.845726    1.000022    
88.850258    1.000022    
88.854790    1.000022    
88.859322    1.000022    
88.863853    1.000022    
88.868385    1.000022    
88.872917    1.000022    
88.877449    1.000022    
88.881981    1.000022    
88.886512    1.000022    
88.891044    1.000022    
88.895576    1.000022    
88.900108    1.000022    
88.904640    1.000022    
88.909171    1.000022    
88.913703    1.000022    
88.918235    1.000022    
88.922767    1.000022    
88.927298    1.000022    
88.931830    1.000022    
88.936362    1.000022    
88.940894    1.000022    
88.945426    1.000022    
88.949957    1.000022    
88.954489    1.000022    
88.959021    1.000022    
88.963553    1.000022    
88.968085    1.000022    
88.972616    1.000022    
88.977148    1.000022    
88.981680    1.000022    
88.986212    1.000022    
88.990744    1.000022    
88.995275    1.000022    
88.999807    1.000022    
89.004339    1.000022    
89.008871    1.000022    
89.013402    1.000022    
89.017934    1.000022    
89.022466    1.000022    
89.026998    1.000022    
89.031530    1.000022    
89.036061    1.000022    
89.040593    1.000022    
89.045125    1.000022    
89.049657    1.000022    
89.054189    1.000022    
89.058720    1.000022    
89.063252    1.000022    
89.067784    1.000022    
89.072316    1.000022    
89.076848    1.000022    
89.081379    1.000022    
89.085911    1.000022    
89.090443    1.000022    
89.094975    1.000022    
89.099506    1.000022    
89.104038    1.000022    
89.108570    1.000022    
89.113102    1.000022    
89.117634    1.000022    
89.122165    1.000022    
89.126697    1.000022    
89.131229    1.000022    
89.135761    1.000022    
89.140293    1.000022    
89.144824    1.000022    
89.149356    1.000022    
89.153888    1.000022    
89.158420    1.000022    
89.162951    1.000022    
89.167483    1.000022    
89.172015    1.000022    
89.176547    1.000022    
89.181079    1.000022    
89.185610    1.000022    
89.190142    1.000022    
89.194674    1.000022    
89.199206    1.000022    
89.203738    1.000022    
89.208269    1.000022    
89.212801    1.000022    
89.217333    1.000022    
89.221865    1.000022    
89.226397    1.000022    
89.230928    1.000022    
89.235460    1.000022    
89.239992    1.000022    
89.244524    1.000022    
89.249055    1.000022    
89.253587    1.000022    
89.258119    1.000022    
89.262651    1.000022    
89.267183    1.000022    
89.271714    1.000022    
89.276246    1.000022    
89.280778    1.000022    
89.285310    1.000022    
89.289842    1.000022    
89.294373    1.000022    
89.298905    1.000022    
89.303437    1.000022    
89.307969    1.000022    
89.312501    1.000022    
89.317032    1.000022    
89.321564    1.000022    
89.326096    1.000022    
89.330628    1.000022    
89.335159    1.000022    
89.339691    1.000022    
89.344223    1.000022    
89.348755    1.000022    
89.353287    1.000022    
89.357818    1.000022    
89.362350    1.000022    
89.366882    1.000022    
89.371414    1.000022    
89.375946    1.000022    
89.380477    1.000022    
89.385009    1.000022    
89.389541    1.000022    
89.394073    1.000022    
89.398605    1.000022    
89.403136    1.000022    
89.407668    1.000022    
89.412200    1.000022    
89.416732    1.000022    
89.421263    1.000022    
89.425795    1.000022    
89.430327    1.000022    
89.434859    1.000022    
89.439391    1.000022    
89.443922    1.000022    
89.448454    1.000022    
89.452986    1.000022    
89.457518    1.000022    
89.462050    1.000022    
89.466581    1.000022    
89.471113    1.000022    
89.475645    1.000022    
89.480177    1.000022    
89.484709    1.000022    
89.489240    1.000022    
89.493772    1.000022    
89.498304    1.000022    
89.502836    1.000022    
89.507367    1.000022    
89.511899    1.000022    
89.516431    1.000022    
89.520963    1.000022    
89.525495    1.000022    
89.530026    1.000022    
89.534558    1.000022    
89.539090    1.000022    
89.543622    1.000022    
89.548154    1.000022    
89.552685    1.000022    
89.557217    1.000022    
89.561749    1.000022    
89.566281    1.000022    
89.570813    1.000022    
89.575344    1.000022    
89.579876    1.000022    
89.584408    1.000022    
89.588940    1.000022    
89.593471    1.000022    
89.598003    1.000022    
89.602535    1.000022    
89.607067    1.000022    
89.611599    1.000022    
89.616130    1.000022    
89.620662    1.000022    
89.625194    1.000022    
89.629726    1.000022    
89.634258    1.000022    
89.638789    1.000022    
89.643321    1.000022    
89.647853    1.000022    
89.652385    1.000022    
89.656917    1.000022    
89.661448    1.000022    
89.665980    1.000022    
89.670512    1.000022    
89.675044    1.000022    
89.679575    1.000022    
89.684107    1.000022    
89.688639    1.000022    
89.693171    1.000022    
89.697703    1.000022    
89.702234    1.000022    
89.706766    1.000022    
89.711298    1.000022    
89.715830    1.000022    
89.720362    1.000022    
89.724893    1.000022    
89.729425    1.000022    
89.733957    1.000022    
89.738489    1.000022    
89.743021    1.000022    
89.747552    1.000022    
89.752084    1.000022    
89.756616    1.000022    
89.761148    1.000022    
89.765679    1.000022    
89.770211    1.000022    
89.774743    1.000022    
89.779275    1.000022    
89.783807    1.000022    
89.788338    1.000022    
89.792870    1.000022    
89.797402    1.000022    
89.801934    1.000022    
89.806466    1.000022    
89.810997    1.000022    
89.815529    1.000022    
89.820061    1.000022    
89.824593    1.000022    
89.829125    1.000022    
89.833656    1.000022    
89.838188    1.000022    
89.842720    1.000022    
89.847252    1.000022    
89.851783    1.000022    
89.856315    1.000022    
89.860847    1.000022    
89.865379    1.000022    
89.869911    1.000022    
89.874442    1.000022    
89.878974    1.000022    
89.883506    1.000022    
89.888038    1.000022    
89.892570    1.000022    
89.897101    1.000022    
89.901633    1.000022    
89.906165    1.000022    
89.910697    1.000022    
89.915228    1.000022    
89.919760    1.000022    
89.924292    1.000022    
89.928824    1.000022    
89.933356    1.000022    
89.937887    1.000022    
89.942419    1.000022    
89.946951    1.000022    
89.951483    1.000022    
89.956015    1.000022    
89.960546    1.000022    
89.965078    1.000022    
89.969610    1.000022    
89.974142    1.000022    
89.978674    1.000022    
89.983205    1.000022    
89.987737    1.000022    
89.992269    1.000022    
89.996801    1.000022    
90.001332    1.000022    
90.005864    1.000022    
90.010396    1.000022    
90.014928    1.000022    
90.019460    1.000022    
90.023991    1.000022    
90.028523    1.000022    
90.033055    1.000022    
90.037587    1.000022    
90.042119    1.000022    
90.046650    1.000022    
90.051182    1.000022    
90.055714    1.000022    
90.060246    1.000022    
90.064778    1.000022    
90.069309    1.000022    
